SIZES,CITY,jong,totwage
1,32,3,3805
1,32,5,14536
5,33,573,2035334
5,33,377,754167
1,33,6,6209
3,33,73,170826
2,33,11,25374
2,33,10,20030
1,33,2,4268
2,33,2,3500
3,33,15,44561
4,33,283,753292
5,33,203,699187
5,33,273,664867
4,33,118,276816
6,33,65,139368
6,33,348,773334
4,33,148,351393
5,33,361,1731484
1,33,8,20900
2,33,9,15560
2,33,9,7450
6,33,357,1100886
4,33,70,137367
5,33,544,1663244
6,33,1525,4150770
1,33,4,6900
1,33,5,10360
2,33,15,37324
3,33,54,118478
4,33,67,211923
2,33,14,22302
1,33,4,10700
2,33,14,31196
4,33,245,996196
2,33,11,25121
5,33,359,708017
3,33,1,8161
4,33,214,413873
6,33,830,1900421
1,33,2,3000
3,33,16,27403
4,33,174,591612
6,33,1350,2772591
6,33,600,3244881
2,33,5,10187
3,33,42,144455
4,33,83,266818
5,33,253,575747
4,33,188,478325
5,33,267,1067314
6,33,537,946307
3,33,41,77894
4,33,148,294774
5,33,215,451386
1,33,7,6582
3,33,41,89179
1,33,6,9593
1,33,6,8645
2,33,23,72744
3,33,30,105662
4,33,122,367024
1,33,8,8600
2,33,21,43275
1,33,2,1297
1,33,4,4970
2,33,15,31186
3,33,31,46300
2,33,9,22546
2,33,22,59355
3,33,7,13067
1,33,4,9415
1,33,0,0
4,33,119,287374
1,33,4,10211
2,33,7,19352
3,33,0,0
3,33,2,3590
3,33,16,29355
1,33,6,4400
2,33,9,6300
3,33,85,205053
3,33,69,180709
4,33,167,319929
4,33,200,360610
3,33,76,238238
1,33,0,0
1,33,3,10611
2,33,28,139492
3,33,38,240809
3,33,54,268338
1,33,4,16166
1,33,5,9444
2,33,9,56160
3,33,28,82247
1,33,4,20806
2,33,13,58520
3,33,13,48739
1,33,6,5852
2,33,10,78278
2,33,10,15272
2,33,6,8134
4,33,186,233999
4,33,59,68238
1,33,4,5600
3,33,39,162180
2,33,23,56130
4,33,23,47795
1,33,2,3350
2,33,4,8545
3,33,24,42835
3,33,45,48455
4,33,10,26098
1,33,0,0
1,33,0,0
2,33,3,3970
2,33,2,2250
3,33,40,105323
4,33,117,376625
1,33,0,0
4,33,31,89643
1,33,0,0
2,33,8,16148
3,33,11,21736
2,33,13,49215
3,33,18,54109
4,33,94,631188
1,33,2,3000
3,33,34,87172
4,33,76,275612
1,33,4,4400
2,33,16,31636
1,33,5,10887
2,33,15,32724
1,33,3,2400
3,33,5,10548
1,33,7,11353
2,33,13,42770
2,33,19,44099
1,33,13,24185
2,33,17,38134
2,33,20,34319
2,33,6,9440
3,33,5,7600
3,33,30,52828
4,33,80,205201
2,33,9,15486
2,33,6,8724
3,33,35,64034
3,33,21,38752
3,33,23,36313
2,33,21,47500
3,33,18,45205
1,33,11,24152
3,33,52,117051
4,33,254,775134
2,33,10,17623
3,33,36,137939
1,33,4,6754
2,33,12,25181
3,33,52,101572
4,33,96,186167
5,33,470,1386537
5,33,238,1942670
1,33,7,15301
3,33,20,43840
4,33,24,46946
2,33,5,10300
3,33,52,156151
1,33,3,2900
1,33,4,11500
1,33,4,11222
2,33,9,15850
3,33,36,65384
3,33,20,49134
4,33,107,216342
2,33,11,28674
3,33,56,103367
3,33,41,23787
1,33,4,9790
2,33,18,36320
1,33,3,13241
2,33,9,24206
3,33,26,73510
1,33,4,5954
2,33,10,11319
2,33,13,15359
1,33,12,27014
1,33,2,3755
1,33,1,1200
3,33,43,205958
6,33,531,3674956
3,33,14,31209
4,33,30,52751
2,33,7,12110
2,33,14,25252
1,33,8,15956
2,33,11,18916
1,33,6,26052
1,34,5,6337
3,34,26,46561
2,25,18,44391
3,25,11,16248
2,25,14,23994
4,34,83,215452
4,25,97,318555
3,34,77,158618
2,34,6,12299
4,25,65,137953
5,25,434,1942125
6,25,522,2139995
4,25,65,115169
3,25,36,80758
1,25,6,4800
1,25,3,4623
2,25,9,10500
4,25,219,692785
1,25,11,11593
4,25,183,546933
3,25,18,26015
4,25,85,181830
1,25,5,8000
6,25,594,1834281
2,25,11,17808
1,25,5,11300
3,25,30,79447
4,25,78,295369
6,25,2106,5170207
1,34,4,9722
4,25,126,230679
4,34,137,453758
5,25,405,2526702
1,34,9,24649
3,34,83,152154
2,25,15,35991
6,25,1210,5866560
4,25,151,637168
1,25,13,23451
4,25,266,709041
1,25,4,5800
3,25,9,12187
2,25,9,13905
2,25,16,29921
6,34,1272,5539158
1,25,9,21220
5,34,471,918497
3,25,106,200133
1,25,12,32633
2,25,11,25857
3,25,91,235844
3,34,40,60960
4,34,43,56943
4,25,126,291650
4,25,137,371980
4,34,115,273204
1,25,6,12500
4,34,62,109457
2,34,9,18312
2,34,6,13696
3,34,38,55477
2,25,75,207635
4,25,190,688649
1,25,7,9700
1,34,7,39566
1,25,8,18420
1,25,4,3874
2,34,8,33356
6,25,836,2667048
1,25,5,5300
1,25,3,3200
2,25,26,53125
2,34,11,17400
3,25,73,294373
6,25,796,2283995
1,25,3,2400
2,25,14,32085
3,25,77,134061
3,25,44,130261
1,25,7,23000
1,34,12,17493
3,25,20,75532
3,25,34,54871
1,25,2,5545
3,25,34,74331
2,25,4,11000
1,25,5,8350
2,25,27,83025
4,25,88,227548
4,25,57,113858
4,25,64,92021
1,25,1,2400
1,25,1,3000
3,25,34,99002
3,25,20,34017
3,25,41,72853
4,25,126,212592
2,25,3,4800
3,34,9,18135
3,25,7,20293
2,25,14,19582
4,25,201,653394
4,25,107,273822
1,25,4,6327
3,25,72,56287
3,25,44,28840
3,25,35,24175
3,25,42,24360
3,25,43,23287
1,25,7,17812
2,25,18,38769
2,25,17,31935
6,25,1467,6166553
1,34,5,4622
6,25,635,1339405
3,34,76,331342
4,25,101,258038
1,25,7,25470
5,25,113,279016
1,25,6,15178
2,25,8,20087
2,25,26,139093
2,25,21,109853
3,25,54,340095
2,25,43,224490
2,25,2,4030
1,25,3,25788
1,34,1,2635
1,25,4,5560
2,34,7,12751
3,25,100,280429
3,25,16,31410
3,25,23,65700
2,25,8,47141
2,25,29,152652
3,25,57,273258
3,25,17,77794
2,25,6,40629
2,25,6,26441
4,25,156,587671
1,25,8,12255
1,25,22,19114
2,25,26,28627
2,25,25,27963
2,25,6,5994
2,25,13,16101
3,25,22,24361
3,25,33,36502
3,25,29,33859
3,25,74,73677
2,25,15,17121
3,25,17,26301
2,25,5,5700
2,25,3,7000
2,25,15,27011
2,25,17,43388
3,25,27,138433
4,25,154,584056
5,25,339,6131333
5,25,211,529915
6,25,1256,5960480
1,25,1,1750
2,25,19,69840
3,25,96,264477
3,25,105,654781
4,25,240,1667516
4,25,497,1447252
5,25,459,955025
6,25,2079,9614573
6,25,504,2170420
6,25,607,2622993
4,25,145,658890
5,25,374,1352010
1,34,8,7810
2,25,4,9353
3,25,23,36912
3,25,79,86900
4,25,38,42092
1,25,8,10950
1,25,1,4074
1,25,8,16982
3,25,37,74813
1,25,0,0
1,25,4,3670
2,25,0,0
2,34,2,4141
2,25,4,4600
2,34,23,110042
3,34,44,217133
3,25,62,321225
3,25,46,243335
4,25,198,682638
4,25,135,545446
5,34,226,1018654
6,25,524,1667929
4,25,96,253555
6,34,342,850316
3,34,8,15816
1,25,2,29026
2,25,2,3860
2,25,4,12000
3,25,13,30801
3,25,1,2693
1,34,1,1400
3,25,1,3801
2,25,8,27683
3,25,32,151586
4,25,116,623716
2,25,20,34818
2,25,36,114729
3,34,40,104264
1,25,1,1400
4,25,235,529650
3,25,13,16000
3,25,27,39554
1,25,2,5094
3,25,22,28123
4,25,150,980986
1,25,3,3696
1,25,1,300
2,25,23,109986
3,25,41,105881
2,25,13,20500
3,25,28,79362
4,25,74,191736
1,25,4,4500
2,25,5,8700
1,25,5,7840
3,25,12,17106
3,25,23,34516
1,34,5,10560
4,25,158,414703
3,34,26,35328
1,34,14,35950
2,34,5,9200
2,34,7,25600
2,34,3,4731
3,34,23,57771
4,34,81,208083
4,34,81,157331
1,34,2,4237
3,34,28,68839
4,34,18,36729
2,34,2,4800
3,34,46,140159
3,34,38,76163
4,34,148,511584
2,34,10,31923
3,34,42,119392
1,34,10,18874
2,34,8,18533
4,34,89,197916
2,34,18,32633
3,34,29,56852
4,34,46,90770
3,34,13,38896
4,34,239,444540
1,34,4,6196
2,34,17,45386
3,34,13,20504
4,34,134,365119
4,34,96,327139
6,34,1934,4523328
3,34,34,74488
5,34,282,790953
5,34,467,1924301
1,34,5,11177
2,34,8,22377
3,34,23,37000
4,34,209,268210
2,34,27,66643
3,34,40,74615
4,34,182,683338
5,34,363,911961
6,34,440,1068691
1,34,6,9599
3,34,31,55360
6,34,306,662523
4,34,183,381929
5,34,299,715617
3,34,29,59828
4,34,77,178537
5,34,177,343618
6,34,2233,9724538
4,34,90,377390
4,34,68,89167
5,34,306,871864
2,34,6,8367
2,34,4,7675
3,34,102,198692
3,34,37,113705
5,34,334,1388966
4,34,320,788280
4,34,177,360734
4,34,164,379434
3,34,9,23004
5,34,211,442117
6,34,541,1432869
3,34,37,92884
1,34,7,13000
3,34,51,172191
1,34,8,11970
2,34,11,21700
3,34,50,101850
1,34,6,7950
2,34,12,19412
3,34,36,81584
1,34,8,16032
3,34,20,33745
1,34,8,13721
2,34,12,23800
1,34,4,7200
1,34,5,7103
3,34,44,135140
4,34,69,119387
1,34,1,2200
2,34,6,10700
3,34,19,78256
3,34,14,33116
3,34,13,14472
4,34,70,137133
1,34,3,5361
2,34,33,102626
2,34,16,26381
4,34,163,325906
4,34,225,660953
6,34,16,32965
2,34,19,27900
3,34,50,153872
1,34,7,11928
1,34,6,11200
1,34,6,15699
1,34,4,18491
1,34,5,42454
2,34,9,33470
3,34,42,172470
3,34,22,112299
2,34,7,31818
2,34,19,84879
3,34,62,305482
1,34,5,17272
2,34,6,25361
1,34,4,7019
2,34,14,81690
2,34,17,20260
4,34,3,9779
4,34,92,320293
4,34,127,404332
6,34,206,682551
1,34,0,0
2,34,19,27571
2,34,12,35036
2,34,4,4621
1,34,2,2000
3,34,13,31217
1,34,0,0
4,34,172,461901
4,34,173,445125
5,34,319,946711
6,34,457,2207661
1,34,1,5000
4,34,60,190149
6,34,183,608164
1,34,7,8685
3,34,51,109345
4,34,145,215234
2,34,16,44501
1,34,8,18576
1,34,3,8822
2,34,5,10400
3,34,27,83036
2,34,27,77151
2,34,18,53312
3,34,17,25341
2,34,14,19490
5,34,309,731789
6,34,795,5322433
3,34,45,107604
6,34,917,3193299
3,34,19,28900
1,34,5,10129
2,34,13,17158
4,34,146,315027
6,34,1018,6129415
1,34,8,25271
3,34,36,114285
3,34,40,127649
6,34,670,2485814
3,34,43,654379
1,34,6,4496
1,34,1,2000
3,34,33,90647
3,34,65,39180
2,34,6,8800
3,34,22,52128
1,34,6,17130
3,34,66,179350
2,34,9,82868
3,34,33,162270
1,34,4,15206
2,34,11,28935
2,34,7,8675
1,34,1,3115
2,34,10,12875
5,34,395,1408834
3,34,7,16081
2,34,1,2651
4,34,22,44199
1,34,5,8550
2,34,12,17200
3,34,22,64505
3,35,65,157156
1,35,9,15324
1,35,5,8780
1,35,6,4200
2,35,9,17100
4,35,60,154955
3,35,49,212974
2,35,7,14700
5,35,54,98894
2,35,0,0
3,35,2,1830
3,35,9,12119
2,35,8,19879
1,35,1,1300
3,35,24,36624
4,35,99,223730
6,35,559,1174216
1,35,5,4500
2,35,34,50189
3,35,26,37407
1,35,5,8357
3,35,25,48050
2,35,8,32542
2,35,21,89340
3,35,28,141437
4,35,117,372224
4,35,93,286306
2,35,21,98966
2,35,25,63796
1,35,16,13383
2,35,15,18205
1,35,10,14260
2,35,15,35100
1,35,3,9717
2,35,8,28669
3,35,24,54543
1,35,3,3250
2,35,8,11314
3,35,8,15817
1,35,11,22900
1,35,3,4883
2,35,7,9800
2,35,6,12082
3,35,4,12250
3,35,22,49814
1,35,4,7800
2,35,7,23315
3,35,15,24332
3,35,16,25073
1,35,10,16750
2,35,7,11384
3,35,76,239094
3,35,63,179763
4,35,221,570468
4,35,204,694412
2,35,5,4900
2,35,2,2787
1,35,4,14351
1,35,6,18923
1,35,5,19628
2,35,22,112256
4,35,90,458703
1,35,4,12500
1,35,2,3569
1,35,2,5361
2,35,8,13254
2,35,14,35801
3,35,22,83567
3,35,25,79493
1,35,3,9158
1,35,5,24100
2,35,17,71194
3,35,24,76454
1,35,4,64164
1,35,5,8062
2,35,12,12470
2,35,13,14908
2,35,14,32942
1,35,4,4224
2,35,14,16009
1,35,4,3210
2,35,19,48092
1,35,1,700
1,35,1,1000
2,35,8,11650
2,35,1,1574
2,35,53,104912
3,35,32,146884
3,35,45,135624
4,35,82,204607
1,35,0,0
3,35,29,86826
1,35,6,7334
3,35,12,27476
2,35,7,10800
3,35,33,106457
4,35,97,387232
1,35,2,1800
2,35,8,22656
1,35,3,1584
2,35,20,36844
1,35,5,8567
1,35,7,4811
2,35,23,38671
3,35,28,55181
1,35,4,4750
2,35,16,25696
1,35,7,10700
2,35,17,22060
2,35,6,8110
2,35,13,21300
3,35,40,83832
6,35,486,1017731
4,35,88,166459
2,35,0,0
3,35,4,10885
4,35,145,304032
4,35,227,519611
1,35,6,9350
1,35,8,14200
2,35,10,22750
1,35,6,37561
4,35,200,564916
3,35,105,145012
4,35,198,546472
6,35,505,2588896
2,35,1,1900
1,35,8,34179
1,35,6,4500
1,35,3,6358
3,35,47,140819
1,35,5,9500
2,35,9,5960
3,35,33,60546
1,35,4,4300
1,35,4,12365
1,35,5,17646
2,35,4,89063
1,35,4,36765
1,35,6,6657
2,35,23,24094
2,35,11,11080
6,35,799,3644334
2,35,5,14700
4,35,66,390109
4,35,227,883300
2,35,8,12400
2,35,8,7600
2,35,10,18900
3,35,23,44390
2,35,5,28530
4,35,11,25215
4,35,142,320351
5,35,296,942220
2,35,7,10256
2,35,15,29659
3,35,37,66758
3,35,37,81945
4,35,126,348891
5,35,325,2684987
5,35,418,1038039
4,35,121,476078
5,35,288,975106
5,35,412,1116079
5,35,228,745192
2,35,11,22607
6,35,1364,3324424
3,35,27,46527
4,35,115,198187
6,35,715,2390934
3,35,46,110282
3,35,21,61873
2,35,12,15850
4,35,7,9468
3,35,12,21275
1,35,5,8136
3,35,78,45276
4,35,122,219873
1,35,5,5000
3,35,31,58185
3,35,25,113888
3,35,50,148197
2,35,9,45288
1,35,4,18017
2,35,12,12376
3,35,17,52851
3,35,79,65535
1,35,1,1077
3,35,32,143118
3,35,32,149860
3,35,16,75174
2,35,2,2834
1,35,5,10130
1,35,8,17256
1,35,4,3700
3,24,22,43234
5,36,470,1240000
1,36,5,4780
2,24,17,55919
2,36,10,17600
2,36,10,9450
3,36,5,10480
1,24,5,8574
4,24,174,577867
5,24,257,1278657
5,24,73,144741
6,24,104,223072
1,24,1,1000
2,24,14,24267
3,24,23,33914
4,36,128,260300
2,36,19,33664
1,24,3,7884
2,24,15,24642
3,24,41,157690
3,24,22,43824
2,24,9,12868
6,36,1966,10606608
2,36,21,32666
3,24,82,152785
2,36,7,9475
3,24,62,120209
2,36,18,31999
4,24,119,315670
1,24,4,5650
3,36,53,133874
2,24,17,31418
3,24,14,24706
2,24,16,36819
4,24,145,183484
6,24,655,1566115
4,24,205,398786
3,36,24,58283
3,24,54,77654
4,24,11,22777
6,24,492,1113088
1,24,3,3100
2,24,5,6500
3,24,12,22721
6,24,6157,17110591
3,24,95,116820
1,24,4,3400
2,24,7,18250
2,24,11,33056
2,24,12,14730
6,36,1370,5323167
1,36,8,38196
1,36,9,30883
3,24,61,233255
2,36,23,61513
4,24,114,762155
6,24,586,1742890
3,24,71,249181
3,24,33,69852
2,24,8,12410
3,24,50,122849
2,24,8,13869
1,24,9,16643
1,24,11,13784
3,24,60,153667
2,24,15,24079
1,24,4,4252
1,24,7,8782
3,24,60,103399
3,24,79,451979
1,24,4,10500
2,24,4,5150
3,24,39,205983
1,24,5,18428
2,24,14,28850
3,24,7,17655
1,24,5,9200
2,24,10,19280
3,24,64,87955
3,24,57,205820
3,24,31,68771
1,24,5,5650
4,24,63,282617
3,24,40,70232
1,36,2,2877
1,24,4,4800
2,24,15,27470
3,24,16,26000
3,24,30,48020
3,24,17,36495
1,24,5,4299
1,24,3,7883
2,36,10,34334
2,24,4,7934
6,24,493,1368750
1,24,8,9210
3,36,31,56094
3,36,35,50720
3,36,42,68171
4,24,125,238509
4,24,179,353978
5,24,377,754528
6,24,767,1583692
1,24,4,7484
3,24,82,100604
1,24,2,1800
2,24,14,9360
3,24,70,171890
2,24,14,24651
2,24,9,25845
1,24,6,5600
2,36,3,4152
3,24,101,377499
1,36,5,17893
2,24,20,41020
1,24,7,21980
2,36,17,89316
3,36,22,120936
4,24,117,581919
5,24,43,77540
2,24,35,87627
1,24,4,5900
1,24,2,3200
3,24,71,226551
1,24,5,25984
1,24,5,24867
2,24,3,10709
5,24,324,1350821
1,24,3,14601
1,36,4,14802
2,24,12,34967
2,36,11,30765
3,24,34,159920
3,36,25,83985
3,24,36,160001
2,36,4,14639
4,24,37,250776
1,24,6,16532
1,24,7,26001
2,24,4,18469
3,24,37,186482
2,24,7,25077
1,24,6,23358
2,24,9,61554
2,24,6,26062
2,24,8,17939
2,24,25,73511
4,24,228,607024
1,24,3,2575
1,24,6,6027
2,24,20,22474
2,24,7,6570
2,24,18,19400
2,24,6,5588
3,24,27,23292
4,24,201,175347
1,24,5,9241
2,24,17,99585
2,24,12,28103
1,24,4,6817
1,24,5,12000
1,24,5,31229
1,24,2,3225
2,24,14,27960
3,36,33,87619
6,36,599,2027087
2,24,11,26591
3,24,17,19777
2,24,7,9147
3,24,1,1994
3,24,30,48800
5,24,196,180087
1,24,9,7440
2,24,25,81277
3,24,42,83709
1,24,1,2238
1,24,2,3500
1,24,1,1276
2,24,0,0
2,24,0,0
3,24,36,149704
3,24,51,255199
4,24,116,609953
4,24,90,337471
5,36,286,1469352
2,36,4,6010
1,24,0,0
4,24,42,232677
4,24,37,186722
5,24,171,624030
6,24,239,837817
4,24,13,50765
2,24,4,4979
2,24,2,3926
3,24,4,8677
1,36,2,2220
2,24,10,19975
3,24,16,26567
4,24,119,667233
2,36,3,4365
1,36,5,8550
3,36,57,160209
1,24,3,3450
4,24,106,366807
4,24,132,581266
2,24,9,12650
3,36,32,58013
1,24,5,22151
2,24,11,27891
1,24,1,800
1,24,7,8100
2,24,10,17043
2,24,11,18175
4,24,114,296829
1,24,6,5000
3,36,25,69400
2,36,10,22366
1,24,2,2800
4,24,108,271264
4,36,125,261562
1,36,5,7550
3,36,33,52796
3,36,45,94016
1,36,3,4500
5,36,90,200677
1,36,6,5700
3,36,25,37391
5,36,48,101965
1,36,5,8618
3,36,46,96919
2,36,20,43396
2,36,46,101719
3,36,51,156958
4,36,201,388180
6,36,3696,15621908
1,36,8,24335
1,36,6,19551
1,36,3,9393
2,36,15,46260
2,36,33,92898
3,36,32,94250
2,36,21,52196
2,36,13,32172
3,36,20,30730
5,36,10,48130
2,36,6,12500
2,36,15,60120
2,36,1,1500
3,36,26,55603
4,36,62,110953
3,36,4,5400
3,36,29,42294
4,36,67,136403
1,36,22,83075
2,36,5,13017
3,36,42,108757
1,36,1,1500
1,36,7,17404
2,36,25,66913
1,36,3,11608
1,36,7,26142
2,36,16,33153
3,36,9,32643
3,36,20,50925
2,36,6,17884
2,36,1,1500
2,36,8,8991
1,36,2,2500
2,36,18,41252
4,36,5,7600
1,36,1,1100
2,36,9,45640
3,36,25,102382
2,36,2,3601
3,36,36,211157
3,36,15,31017
3,36,65,432180
1,36,3,4600
2,36,6,10569
3,36,13,46801
4,36,97,185882
1,36,4,12760
2,36,16,19255
1,36,3,3525
2,36,13,25000
1,36,7,7430
2,36,3,6200
2,36,20,53418
6,36,1419,21199470
3,36,76,163351
4,36,97,327220
4,36,104,250482
5,36,483,1751381
6,36,1601,5485393
6,36,445,1790940
6,36,665,2622123
1,36,5,9284
2,36,15,19055
4,36,109,241260
1,36,4,7445
2,36,8,20948
3,36,29,55762
5,36,386,1099623
6,36,6652,33278427
6,36,668,2225081
1,36,5,16958
2,36,12,18577
1,36,5,9952
1,36,5,15169
1,36,7,14682
3,36,34,89765
1,36,8,26561
1,36,8,17953
1,36,6,4903
2,36,11,21548
1,36,3,5180
2,36,16,42667
3,36,33,122526
4,36,38,77136
1,36,6,5060
2,36,11,43891
1,36,3,6073
3,36,43,79236
1,36,1,2110
1,36,0,0
3,36,11,23031
4,36,69,128624
2,36,15,8512
3,36,109,177319
3,36,84,57046
4,36,133,218453
2,36,13,21879
1,36,1,2482
3,36,80,358216
1,36,10,23081
2,36,8,18919
2,36,8,19420
2,36,32,50706
3,36,63,103626
1,36,13,22000
2,36,22,42829
2,36,16,115328
1,36,3,4920
1,36,5,10350
3,36,26,78605
1,36,6,24195
3,36,32,107698
2,36,6,6127
2,36,13,14200
2,36,10,12213
3,36,20,22174
1,36,1,1192
2,36,13,31575
2,36,11,24540
3,36,89,170456
1,36,5,6310
2,36,11,16091
3,36,18,29861
4,36,99,512019
3,36,18,65559
4,36,54,199791
1,36,1,1986
1,36,6,7286
1,36,7,7500
2,36,7,10683
1,36,3,4003
2,36,18,28826
3,36,77,229449
2,36,13,46356
1,36,6,7300
2,36,9,16078
3,36,20,32917
4,36,30,66822
6,36,544,1218067
3,36,12,15680
2,36,11,11773
1,36,4,4600
1,36,7,30215
2,36,15,21520
1,36,1,1500
2,22,14,26280
1,22,6,12315
2,37,11,19506
3,37,25,38218
4,22,74,93498
4,37,77,203660
5,22,250,572216
2,22,12,25440
1,37,3,3100
2,37,10,14622
2,22,11,18186
3,37,23,38351
3,22,35,70336
4,37,61,161537
5,37,43,94878
2,22,8,15665
3,22,15,25109
1,37,6,9696
2,37,4,4790
2,37,12,12723
3,22,80,183444
4,22,101,427811
4,22,243,824044
6,37,637,2368637
1,37,4,13363
1,22,6,11360
2,37,18,38557
4,37,84,127474
4,37,235,548303
6,22,762,1560366
2,22,10,20100
3,37,36,65773
1,37,4,8275
4,22,115,270946
2,22,11,17940
3,37,39,57364
6,22,540,1240906
3,37,9,21651
2,22,17,28164
4,22,75,145761
4,22,99,320259
1,37,2,2400
2,37,25,71594
3,22,36,96640
3,37,36,53196
4,37,82,154359
5,37,419,802180
1,37,7,7484
2,37,15,50825
4,22,37,65038
1,22,8,20357
2,37,7,12190
2,37,6,13990
2,22,5,7310
2,22,5,7325
4,22,148,663155
2,37,9,22112
1,22,8,12300
3,22,26,81703
3,22,75,165890
3,22,42,72177
2,22,8,6512
2,22,8,11500
2,22,13,32755
1,22,6,9192
3,22,29,55017
1,22,8,18223
2,22,13,17300
2,37,8,28400
2,22,9,11340
2,22,14,71506
2,22,13,29199
1,22,6,7319
2,22,13,26047
2,22,4,4550
1,22,3,9144
3,22,14,26929
6,22,182,526829
4,22,68,120820
2,22,2,2000
2,22,2,2460
2,22,7,12600
2,37,10,18170
1,22,4,5060
3,22,25,33437
3,22,22,45500
4,22,96,130613
4,22,97,195331
1,22,3,6751
2,22,15,12100
2,22,14,20238
3,37,41,73575
3,37,54,93012
3,37,91,218101
4,22,118,214391
4,22,153,483580
4,37,110,211660
4,22,115,354702
2,22,10,25529
2,37,19,24643
1,22,3,4950
2,37,6,9750
2,22,12,46894
3,22,22,32591
2,22,13,31280
2,22,4,5050
2,22,9,17089
1,37,10,21090
2,22,5,8935
4,22,46,132843
1,22,3,12100
1,22,2,5272
2,22,10,31808
1,37,5,12946
3,22,31,95978
2,37,7,31416
2,37,10,26358
3,37,52,257070
4,22,47,211776
5,22,489,4592386
2,22,25,133653
2,22,15,72578
3,22,24,116969
4,22,42,171740
1,22,6,49444
2,22,8,85988
2,22,2,7902
2,22,3,8927
1,22,7,8107
1,22,6,10287
2,22,11,20620
2,22,12,19927
2,22,24,24310
1,22,6,9409
3,22,53,49018
3,22,26,25052
3,22,9,14617
4,22,100,109535
1,22,3,3000
2,22,8,15902
3,22,32,102748
1,22,2,7275
1,22,1,750
2,22,10,16540
3,22,28,108749
1,22,4,16348
4,22,182,253618
2,22,21,40487
3,22,74,56950
4,22,134,148192
2,22,9,12123
1,22,0,0
2,22,0,0
2,22,9,16195
1,22,0,0
3,22,51,83079
3,22,28,41756
4,37,91,396253
4,37,210,1016854
4,22,186,856234
6,37,912,5212864
1,22,3,5585
2,22,1,3130
3,22,5,20206
4,22,31,106891
4,22,88,354841
6,22,479,1749255
1,22,0,0
2,22,3,8379
3,22,4,9901
4,37,16,33171
3,22,32,63793
2,22,10,12750
4,22,136,607379
1,22,4,6190
3,22,15,18001
1,37,4,10920
1,22,6,10100
2,22,11,17505
2,37,6,10126
2,22,23,26855
2,37,16,28390
2,22,10,9140
2,37,18,42245
3,22,23,35338
3,22,37,66564
1,37,12,16493
1,37,9,6900
2,22,12,31045
1,22,2,2328
2,22,9,15950
1,22,5,6800
1,22,5,8000
1,22,1,1200
1,22,5,11095
2,22,7,9150
2,22,21,29750
2,22,18,29550
2,37,5,9940
2,22,19,26000
3,22,32,46915
3,22,31,45671
3,22,24,31750
3,22,31,38322
3,37,15,28012
4,22,31,56924
4,22,75,136739
4,22,29,52849
4,22,84,213388
1,22,9,10216
3,22,3,4731
4,22,25,58230
1,37,13,13780
3,37,36,46349
1,22,7,9850
2,22,13,16000
3,22,33,58877
4,22,180,733723
4,22,92,192017
1,37,4,6800
1,22,5,11100
1,22,5,8000
2,22,16,43750
1,22,4,5837
2,37,10,21010
1,22,6,19177
1,37,13,19150
4,37,67,94213
1,22,6,12570
1,22,6,8600
2,37,32,63151
1,22,5,6023
1,22,4,6540
1,22,4,8810
2,22,26,67310
3,37,35,69888
4,37,79,149037
5,37,305,935986
1,22,8,12429
2,22,9,13225
2,37,8,15123
3,22,73,186465
4,22,94,232560
1,22,5,9435
3,37,63,116896
5,22,328,680983
5,22,203,364904
2,22,5,10850
3,37,35,52701
4,37,66,139982
1,22,4,8241
1,22,1,1000
2,22,14,23903
2,22,8,12698
3,22,32,74598
1,22,5,4000
2,37,7,14056
3,37,45,76003
3,22,30,36043
4,37,177,414868
5,22,564,1495305
1,22,8,7950
2,37,17,57752
3,37,27,49226
1,22,8,55030
3,22,72,146839
1,22,5,6439
2,37,24,71336
2,37,26,173722
4,22,190,707030
1,22,5,26739
1,22,4,4150
3,22,40,85860
1,22,16,27928
3,22,25,82044
1,22,4,7800
1,22,5,10459
1,22,5,16250
2,22,9,28683
3,22,18,51234
3,22,40,54955
3,37,22,37849
4,22,113,393502
1,22,2,2000
3,22,23,87996
4,22,67,113609
3,22,13,13615
3,37,10,53218
1,22,6,10790
2,22,10,29867
3,22,80,62000
3,22,54,41361
3,22,78,45852
3,22,66,50515
3,22,70,61343
4,22,131,274641
4,22,181,575178
4,22,183,632547
1,22,5,4160
3,22,8,8766
4,22,103,341967
1,22,2,3243
2,37,21,180739
3,22,8,21467
1,22,5,8820
1,22,4,11387
2,22,9,31667
2,22,8,46361
3,22,40,147391
4,22,155,1212376
1,22,6,20408
2,22,6,31170
2,22,7,35472
1,22,6,7043
1,22,5,4482
2,22,11,23268
2,22,9,13340
2,22,13,17272
2,22,5,7382
3,22,28,26526
3,22,48,43301
4,22,117,386592
1,22,5,7150
2,22,12,7730
1,22,6,4170
4,22,213,599822
2,22,3,10000
3,22,65,161423
1,22,2,2350
1,22,7,15873
1,22,4,5566
2,22,13,23395
2,22,7,10524
4,22,142,92971
5,22,214,228694
1,22,0,0
1,22,0,0
2,22,0,0
2,22,0,0
3,22,64,263950
4,22,96,359806
5,22,124,293931
6,22,921,4881436
2,22,1,3300
2,22,4,11500
3,22,25,128132
4,22,40,187646
2,22,3,5589
3,22,19,67466
1,37,7,14350
2,37,5,8100
3,22,28,59475
5,22,126,178214
1,22,10,21850
3,22,86,194362
1,22,7,8480
1,22,5,7500
1,37,7,13400
2,22,28,51503
2,22,12,25710
